level_0,index,school_id,username,caption,rating,retrieval_date,relative_date,timestamp,id_review,url_user,n_review_user
2208,2206,mee-toh,jia he,"Just because of one bullying incident , it doesn’t mean that the entire school students and Teachers are bad. None of the Teachers are to be blamed as it was not within their power to correct the bullying at the time, as they did not know about the bullying yet. The school instills values into each and every student- you cannot blame the principal as she already does her best to manage the behaviours of the students, just like the vice head principals and the year heads of each level.  The fault is on the bullies and the bullies alone. Racial discrimination is a horrible act and should be punished, but the behaviour of those students alone is not sufficient to represent the school.",5,2023-12-24 22:45:16.574934,3 years ago,2020-12-24 22:45:16,NA,NA,NA
2209,2207,mee-toh,hmm ok,Best school in punngol. They taught me well and I have became successful in life.,5,2023-12-24 22:45:16.574934,3 years ago,2020-12-24 22:45:16,NA,NA,NA
2210,2208,mee-toh,Masamri,"Would’ve given 0 stars if possible.  “She also said she has contacted the school and Teachers about the bullying, but nothing was done.”",1,2023-12-24 22:45:22.812973,3 years ago,2020-12-24 22:45:22,NA,NA,NA
2211,2209,mee-toh,Orlando Bley,"#antibullying. Teachers, head of sch are to blame for not taking action sooner.",1,2023-12-24 22:45:22.812973,3 years ago,2020-12-24 22:45:22,NA,NA,NA
2212,2210,mee-toh,Azierah Ansar,Horrible address towards the concern of bullying - and action is only taken when a tweet goes viral. Blatantly negligent and with no consideration of child’s development whatsoever.,1,2023-12-24 22:45:22.812973,3 years ago,2020-12-24 22:45:22,NA,NA,NA
2213,2211,mee-toh,Eric Teng,Worst experience of my primary school years,1,2023-12-24 22:45:29.154429,4 years ago,2019-12-25 22:45:29,NA,NA,NA
2214,2212,mee-toh,Collin Ng,Beautiful sculpture and spirit in a quiet and remote neighbour,4,2023-12-24 22:45:29.154429,4 years ago,2019-12-25 22:45:29,NA,NA,NA
2215,2213,mee-toh,Tan Zi Min,"Graduated 2 years ago, many fond memories made in mts",5,2023-12-24 22:45:29.154429,4 years ago,2019-12-25 22:45:29,NA,NA,NA
2216,2214,mee-toh,Fam Chin Wei,It is a great school for students to learn,5,2023-12-24 22:45:29.154429,4 years ago,2019-12-25 22:45:29,NA,NA,NA
2217,2215,mee-toh,Timothy,"There's many teachers that genuinely tries to help us and sacrifices their own time and effort to help us improve our grades be it Chinese or whatever subject,I graduated last yr and currently in secondary school.The teachers there can be strict but can crack jokes at the same time if you give them the proper behaviour of a student and they can also instill good values into you if you let them,after graduation im still Intouch with some teachers and they are really proud of how their effort paid off and got us to where we truly want to be. :) Definitely a good school",5,2023-12-24 22:45:29.154429,4 years ago,2019-12-25 22:45:29,NA,NA,NA
2218,2216,mee-toh,TM YEO,"A Single session government aided school founded by Venerable Sek Kong Hiap with strong support from the Buddhist community in 1954. It is a sought after neighbourhood school and at the 2018 Singapore Youth Festival it attained for  Chinese Dance (Distinction), Chinese Orchestra (Distinction), Choir (Accomplishment), Malay Dance (Accomplishment), Modern Dance (Distinction The Affiliated School is MANJUSRI SECONDARY SCHOOL.",5,2023-12-24 22:45:29.170055,4 years ago,2019-12-25 22:45:29,NA,NA,NA
2219,2217,mee-toh,Michael Chai,"Ms see and ,ms yoe",5,2023-12-24 22:45:35.426451,4 years ago,2019-12-25 22:45:35,NA,NA,NA
2220,2218,mee-toh,Larry Z Liu,Mee Toh Primary School has a long history in Singapore and was started by a Buddhist association.,5,2023-12-24 22:45:35.426451,4 years ago,2019-12-25 22:45:35,NA,NA,NA
2221,2219,mee-toh,John You official Productions,"graduated from here more than half a decade ago, nonetheless its my best school days ;)",5,2023-12-24 22:45:35.426451,5 years ago,2018-12-25 22:45:35,NA,NA,NA
2222,2220,mee-toh,wu hao feng,the best school i ever went,5,2023-12-24 22:45:35.426451,6 years ago,2017-12-25 22:45:35,NA,NA,NA
2223,2221,mee-toh,Un Known,"Good school but has an unreasonable PE head named ""Mr Joey Tan Chee Kian"" that scolds students over small matters, sometimes misunderstood students without evidence.",1,2023-12-24 22:45:35.426451,6 years ago,2017-12-25 22:45:35,NA,NA,NA
2224,2222,mee-toh,Jerry QUEK Cheng Pang,A good school.,5,2023-12-24 22:45:41.737290,6 years ago,2017-12-25 22:45:41,NA,NA,NA
2225,2223,meridian,Chow Wei Yi,Most horrendous school ever.,1,2023-12-24 22:46:13.591735,a week ago,2023-12-17 22:46:13,NA,NA,NA
2226,2224,meridian,Skyler Su,School is very fun and silly. Took some photos in the school.,5,2023-12-24 22:46:13.591735,a month ago,2023-11-24 22:46:13,NA,NA,NA
2227,2225,meridian,jerard suarez,"I know this school because of my sister studying there but everytime after school dismissal, its too noisy especially at the surrounding areas near the bus stops. Lack of discipline, always causing a ruckus.",1,2023-12-24 22:46:13.591735,5 months ago,2023-07-27 22:46:13,NA,NA,NA
2228,2226,meridian,Terry Chan,Good,5,2023-12-24 22:46:13.591735,7 months ago,2023-05-28 22:46:13,NA,NA,NA
2229,2227,meridian,wen xi,WORST SCHOOL EVER,1,2023-12-24 22:46:13.591735,a year ago,2022-12-24 22:46:13,NA,NA,NA
2230,2328,nan-chiau,Xi Han,"Nice school! There is Guzheng course here, which is teaching how to play traditional Chinese musical instrument.",5,2023-12-24 22:49:29.268753,4 years ago,2019-12-25 22:49:29,NA,NA,NA
2231,2228,meridian,zhrxk,"i stay by near the area for more then 7 years and i need to say the students in this school are unbelievably noisy after school hours. they are constantly screaming and making a ruckus. they have absolutely no discipline when it comes to getting on public transport and in fact they stand and JUMP on the bus seats. they don’t behave properly even when playing or being around the neighbourhood such as near the mini mart. additionally, they leave their litter around the bus stop area even when there is a bin nearby. it’s been like this as long as i remember and i have no more patience for it.",1,2023-12-24 22:46:13.607361,a year ago,2022-12-24 22:46:13,NA,NA,NA
2232,2229,meridian,zaleha yusof,my grandson's shool is there,5,2023-12-24 22:46:13.607361,a year ago,2022-12-24 22:46:13,NA,NA,NA
2233,2230,meridian,kowshik surya creations,Great learning,5,2023-12-24 22:46:13.607361,a year ago,2022-12-24 22:46:13,NA,NA,NA
2234,2231,meridian,Hiong Kai Win (Meridianss),this school is decent but not great since they are not good at the supporting students part but they tried,2,2023-12-24 22:46:13.607361,a year ago,2022-12-24 22:46:13,NA,NA,NA
2235,2232,meridian,Jes Lee,It's a good school and the teacher and principal are friendly I'm from that school,5,2023-12-24 22:46:13.610271,2 years ago,2021-12-24 22:46:13,NA,NA,NA
2236,2233,meridian,Atasha’s Vlogs,"just graduated recently ( last year ) from Meridian primary , don’t judge the school by it’s reviews because it’s actually a good school :) , Teachers and staff are very caring and disciplined with students , It’s also quite convenient for most people staying nearby west plaza or Pasir Ris area , Just listen to the Teachers and don’t break any school rules and you’ll have a great primary school life ,, 6 RB , 2020 batch , miss all of u guys !!!",5,2023-12-24 22:46:13.612277,2 years ago,2021-12-24 22:46:13,NA,NA,NA
2237,2234,meridian,Meowify,I had just graduated from this school and it was the best and most memorable 6 years of my life.The teachers over there were encouraging and never gave up on me.U may think this is an ordinary neighbourhood school but it's not.K2 students...kor Kor recommend this school to u.6CARE STRONG!!  :),5,2023-12-24 22:46:13.613276,3 years ago,2020-12-24 22:46:13,NA,NA,NA
2238,2235,meridian,Gadget Story,It is awesome,5,2023-12-24 22:46:13.614275,3 years ago,2020-12-24 22:46:13,NA,NA,NA
2239,2236,meridian,Yunhoo Lee,"The school is not as ""bad"" as before. That's it. Please don't write reviews about this school on your experiences. Thank you",5,2023-12-24 22:46:13.615276,3 years ago,2020-12-24 22:46:13,NA,NA,NA
2240,2237,meridian,Sharko Polo,I am a student at this school. Many things have changed so please don’t judge anymore. The loudness in the morning would be the Pledge-Taking ceremony,5,2023-12-24 22:46:19.887586,4 years ago,2019-12-25 22:46:19,NA,NA,NA
2241,2238,meridian,Nur Izzryn,"As a P6 student currently studying in this school, i have to say that the school is actually pretty good. The teachers especially. They are very caring and will help us when we are in need. Thanks to all my teachers, i have successfully gotten high grades for all my academic subjects. :) Now, in Meridian Primary School, things are not taken as lightly as before. I hereby apologise for all the trouble that my classmates and friends have caused. I, myself think that what they were doing was very inconsiderate, rude and disrespectful. Also, our school does not only focus in academics, they would organise such events/ activities for us to participate and win awards from it. From all these hate comments, i guess time has passed by very much. Bullying gets more attention now as the teacher really took action. And when our classmates are getting bullied, we would stand up for them. Our friends are outgoing, friendly and would help us when we’re down. During assembly, the teacher would point out safety regulations, cyberwellness before the holidays. To add on, our school is very particular about our safety. They have changed the normal brick parade square to a fake grass field parade square for us to play around and not get injured as the fake grass is soft. Being in this school, i made great friends and have learnt many interesting things. The teachers are great and friendly too. :)",5,2023-12-24 22:46:19.887586,5 years ago,2018-12-25 22:46:19,NA,NA,NA
2242,2239,meridian,alicia bartz,"ive been in this school for 6 years now and ive seen the school change ALOT. bullying is now not taken lightly. my friends and i DO NOT LOITER around at WEST PLAZA. there are tables outside 7 eleven  so we STUDY there. in my opinion ,  this is a GOOD school and parents should send their kids there. Our school often organise activities that are held outdoors. not only does our school encourage us being outdoors, they also encourages us to save the environment   and not only just focus on education. And for a person that graduated 3 years ago, you sure know nothing about meridian. were u hiding in a closet for 6 years or something? at the end of the day, meridian is an AMAZING school and children there are friendly and out going. and just because the amount of stars meridian has been rated by, that doesnt mean its a bad school :)",5,2023-12-24 22:46:19.887586,5 years ago,2018-12-25 22:46:19,NA,NA,NA
2243,2240,meridian,cute_gal 240408,"Great school, lots of activities and hands on!",5,2023-12-24 22:46:19.887586,5 years ago,2018-12-25 22:46:19,NA,NA,NA
2244,2241,meridian,Carol Wo,A primary school that is often quite loud in the morning. They should lower their volume so as to not disturb people that live around that area,3,2023-12-24 22:46:26.082620,5 years ago,2018-12-25 22:46:26,NA,NA,NA
2245,2242,meridian,Hao Han,my primary school memories. nice teachers.,5,2023-12-24 22:46:26.082620,6 years ago,2017-12-25 22:46:26,NA,NA,NA
2246,2243,meridian,Aarushi,"An extremely good school, i have not graduated from this school but i had to quit in my year has a p5 as i joined another boarding school......now missing all the good memories in this school!",5,2023-12-24 22:46:26.082620,6 years ago,2017-12-25 22:46:26,NA,NA,NA
2247,2244,meridian,Preetam Singh,Excellent teachers. Very considerate and understanding.,5,2023-12-24 22:46:26.082620,7 years ago,2016-12-25 22:46:26,NA,NA,NA
2248,2245,meridian,EmperorZ,Dude! This is my school!,5,2023-12-24 22:46:32.284304,7 years ago,2016-12-25 22:46:32,NA,NA,NA
2249,2246,meridian,Omegle Troller,I love it!,4,2023-12-24 22:46:32.284304,8 years ago,2015-12-26 22:46:32,NA,NA,NA
2250,2247,meridian,Jo andJovelle,I love the environment care issues!,5,2023-12-24 22:46:32.284304,9 years ago,2014-12-26 22:46:32,NA,NA,NA
2251,2248,,tsumu don,"Staff are poorly equipped to deal with neurodivergent and/or mentally ill kids. This might be excusable as they are just there to teach, but they even go out of their way to make it unimaginably worse.  Maybe the school would be better enabled if they invested the money they spent building their school museum into hiring competent counsellors.",1,2023-12-24 22:47:04.241739,2 months ago,2023-10-25 22:47:04,NA,NA,NA
2252,2249,,cora coral,I am extremely upset this school didnt even give my niece a break from homework even during the holidays. WHat happened to to no holiday homework policy HM? Its like the school doesnt even care about their students! Why giving so much demerit point for stupid reason huh? I also realise they never even give the kids a head up for extra homework they just dumpit on them ! parent choose a better school to send ur kid. go to nanyang or something 100% cannot choose this schoo! they make theyre students lie by saying how great this school is when in reality it is just a bullying haven DONT COME AND WASTE MONEY,1,2023-12-24 22:47:04.257370,6 months ago,2023-06-27 22:47:04,NA,NA,NA
